"ID";"ConsumptionByHouseholds";"Periods";"Indices_1";"VolumeChanges_2";"VolumeChangesShoppingdayAdjusted_3";"Indices_4";"ValueChanges_5";"PriceChanges_6"
"1704";"A047826";"2017MM01";"   105.3";"    -2.5";"       .";"    95.4";"    -1.1";"     1.4"
"1705";"A047826";"2017MM02";"    87.1";"    -4.4";"       .";"    83.4";"    -2.5";"     2.0"
"1706";"A047826";"2017MM03";"   105.8";"    12.5";"       .";"   110.3";"     3.2";"    -8.2"
"1707";"A047826";"2017KW01";"    99.4";"     1.7";"       .";"    96.4";"     0.1";"    -1.6"
"1708";"A047826";"2017MM04";"    96.6";"     6.8";"       .";"   105.9";"     6.3";"    -0.5"
"1709";"A047826";"2017MM05";"   102.1";"     8.2";"       .";"   110.8";"     7.5";"    -0.7"
"1710";"A047826";"2017MM06";"   108.0";"     6.8";"       .";"   110.3";"     7.1";"     0.3"
"1711";"A047826";"2017KW02";"   102.2";"     7.3";"       .";"   109.0";"     7.0";"    -0.3"
"1712";"A047826";"2017MM07";"   118.1";"     1.7";"       .";"   110.5";"     1.2";"    -0.5"
"1713";"A047826";"2017MM08";"    99.8";"     5.1";"       .";"    96.7";"     6.6";"     1.4"
"1714";"A047826";"2017MM09";"   110.5";"    13.2";"       .";"   115.1";"    13.4";"     0.2"
"1715";"A047826";"2017KW03";"   109.4";"     6.4";"       .";"   107.4";"     6.9";"     0.5"
"1716";"A047826";"2017MM10";"   101.0";"    -6.9";"       .";"   104.7";"    -5.8";"     1.1"
"1717";"A047826";"2017MM11";"    95.3";"     5.5";"       .";"   100.6";"     7.9";"     2.3"
"1718";"A047826";"2017MM12";"   111.9";"    -0.8";"       .";"   114.0";"     3.8";"     4.7"
"1719";"A047826";"2017KW04";"   102.7";"    -1.1";"       .";"   106.4";"     1.6";"     2.7"
"1720";"A047826";"2018MM01";"   107.8";"     2.4";"       .";"   100.3";"     5.1";"     2.7"
"1721";"A047826";"2018MM02";"    88.1";"     1.2";"       .";"    86.5";"     3.7";"     2.4"
"1722";"A047826";"2018MM03";"   103.4";"    -2.3";"       .";"   109.3";"    -0.9";"     1.4"
"1723";"A047826";"2018KW01";"    99.8";"     0.4";"       .";"    98.7";"     2.4";"     2.0"
"1724";"A047826";"2018MM04";"   100.7";"     4.2";"       .";"   107.3";"     1.3";"    -2.8"
"1725";"A047826";"2018MM05";"   102.1";"     0.0";"       .";"   108.9";"    -1.7";"    -1.7"
"1726";"A047826";"2018MM06";"   107.4";"    -0.6";"       .";"   109.8";"    -0.4";"     0.2"
"1727";"A047826";"2018KW02";"   103.4";"     1.1";"       .";"   108.7";"    -0.3";"    -1.4"
"1728";"A047826";"2018MM07";"   113.8";"    -3.6";"       .";"   110.6";"     0.1";"     3.9"
"1729";"A047826";"2018MM08";"   104.6";"     4.9";"       .";"    99.9";"     3.3";"    -1.5"
"1730";"A047826";"2018MM09";"   109.5";"    -0.9";"       .";"   111.4";"    -3.3";"    -2.4"
"1731";"A047826";"2018KW03";"   109.3";"    -0.1";"       .";"   107.3";"    -0.1";"     0.0"
"1732";"A047826";"2018MM10";"   103.2";"     2.2";"       .";"   105.4";"     0.7";"    -1.4"
"1733";"A047826";"2018MM11";"    98.0";"     2.9";"       .";"   102.7";"     2.0";"    -0.8"
"1734";"A047826";"2018MM12";"   108.1";"    -3.5";"       .";"   112.0";"    -1.7";"     1.9"
"1735";"A047826";"2018KW04";"   103.1";"     0.3";"       .";"   106.7";"     0.3";"    -0.1"
"1736";"A047826";"2019MM01";"   106.8";"    -0.9";"       .";"   100.7";"     0.4";"     1.4"
"1737";"A047826";"2019MM02";"    90.8";"     3.0";"       .";"    91.3";"     5.5";"     2.4"
"1738";"A047826";"2019MM03";"   106.6";"     3.1";"       .";"   110.7";"     1.3";"    -1.7"
"1739";"A047826";"2019KW01";"   101.4";"     1.6";"       .";"   100.9";"     2.2";"     0.6"
"1740";"A047826";"2019MM04";"   105.3";"     4.6";"       .";"   107.8";"     0.5";"    -3.9"
"1741";"A047826";"2019MM05";"   109.8";"     7.6";"       .";"   113.3";"     4.1";"    -3.2"
"1742";"A047826";"2019MM06";"   112.5";"     4.8";"       .";"   112.3";"     2.3";"    -2.4"
"1743";"A047826";"2019KW02";"   109.2";"     5.6";"       .";"   111.2";"     2.3";"    -3.2"
"1744";"A047826";"2019MM07";"   121.0";"     6.3";"       .";"   116.2";"     5.0";"    -1.2"
"1745";"A047826";"2019MM08";"   100.3";"    -4.1";"       .";"   102.2";"     2.2";"     6.6"
"1746";"A047826";"2019MM09";"   108.7";"    -0.7";"       .";"   117.0";"     5.0";"     5.8"
"1747";"A047826";"2019KW03";"   110.0";"     0.6";"       .";"   111.8";"     4.1";"     3.5"
"1748";"A047826";"2019MM10";"   106.1";"     2.8";"       .";"   111.6";"     5.8";"     3.0"
"1749";"A047826";"2019MM11";"    99.3";"     1.3";"       .";"   106.5";"     3.8";"     2.4"
"1750";"A047826";"2019MM12";"   112.5";"     4.1";"       .";"   118.6";"     5.8";"     1.7"
"1751";"A047826";"2019KW04";"   105.9";"     2.8";"       .";"   112.2";"     5.2";"     2.3"
"1752";"A047826";"2020MM01";"   108.3";"     1.5";"       .";"   105.0";"     4.3";"     2.8"
"1753";"A047826";"2020MM02";"    93.1";"     2.5";"       .";"    94.9";"     3.9";"     1.4"
"1754";"A047826";"2020MM03";"    75.7";"   -28.9";"       .";"    79.5";"   -28.2";"     1.0"
"1755";"A047826";"2020KW01";"    92.4";"    -8.9";"       .";"    93.1";"    -7.7";"     1.3"
"1756";"A047826";"2020MM04";"    65.5";"   -37.8";"       .";"    69.1";"   -35.9";"     3.0"
"1757";"A047826";"2020MM05";"    95.6";"   -13.0";"       .";"   100.2";"   -11.5";"     1.6"
"1758";"A047826";"2020MM06";"   107.4";"    -4.5";"       .";"   110.3";"    -1.8";"     2.9"
"1759";"A047826";"2020KW02";"    89.5";"   -18.1";"       .";"    93.2";"   -16.1";"     2.3"
"1760";"A047826";"2020MM07";"   121.8";"     0.7";"       .";"   119.7";"     3.1";"     2.4"
"1761";"A047826";"2020MM08";"   103.3";"     3.0";"       .";"   101.9";"    -0.2";"    -3.1"
"1762";"A047826";"2020MM09";"   107.8";"    -0.9";"       .";"   117.0";"     0.0";"     0.9"
"1763";"A047826";"2020KW03";"   111.0";"     0.9";"       .";"   112.9";"     1.0";"     0.1"
"1764";"A047826";"2020MM10";"    94.7";"   -10.7";"       .";"   103.4";"    -7.4";"     3.7"
"1765";"A047827";"2000JJ00";"    85.0";"     7.0";"       .";"    75.2";"     9.3";"     2.2"
"1766";"A047827";"2001JJ00";"    85.7";"     0.8";"       .";"    81.8";"     8.8";"     7.9"
"1767";"A047827";"2002JJ00";"    84.9";"    -1.0";"       .";"    83.3";"     1.9";"     2.9"
"1768";"A047827";"2003JJ00";"    85.8";"     1.1";"       .";"    83.7";"     0.5";"    -0.6"
"1769";"A047827";"2004JJ00";"    88.2";"     2.9";"       .";"    84.9";"     1.4";"    -1.4"
"1770";"A047827";"2005JJ00";"    91.9";"     4.1";"       .";"    87.7";"     3.3";"    -0.8"
"1771";"A047827";"2006JJ00";"    98.4";"     7.1";"       .";"    95.0";"     8.3";"     1.2"
"1772";"A047827";"2007JJ00";"   100.4";"     2.1";"       .";"    98.1";"     3.2";"     1.1"
"1773";"A047827";"2008JJ00";"   102.5";"     2.1";"       .";"    99.7";"     1.6";"    -0.4"
"1774";"A047827";"2009JJ00";"   101.4";"    -1.1";"       .";"    99.6";"    -0.1";"     1.0"
"1775";"A047827";"2010JJ00";"   103.4";"     1.9";"       .";"   102.0";"     2.4";"     0.5"
"1776";"A047827";"2011JJ00";"   105.4";"     1.9";"       .";"   105.2";"     3.2";"     1.2"
"1777";"A047827";"2012JJ00";"   102.4";"    -2.8";"       .";"   102.7";"    -2.4";"     0.4"
"1778";"A047827";"2013JJ00";"    96.1";"    -6.2";"       .";"    97.7";"    -4.9";"     1.4"
"1779";"A047827";"2014JJ00";"    97.0";"     0.9";"       .";"    98.2";"     0.5";"    -0.4"
"1780";"A047827";"2015JJ00";"   100.0";"     3.1";"       .";"   100.0";"     1.8";"    -1.3"
"1781";"A047827";"2016JJ00";"    98.1";"    -1.9";"       .";"    98.2";"    -1.8";"     0.1"
"1782";"A047827";"2017JJ00";"   103.3";"     5.3";"       .";"   103.6";"     5.4";"     0.1"
"1783";"A047827";"2018JJ00";"   103.0";"    -0.2";"       .";"   102.4";"    -1.1";"    -0.9"
"1784";"A047827";"2019JJ00";"   104.5";"     1.4";"       .";"   104.5";"     2.0";"     0.6"
"1785";"A047827";"2000MM01";"    69.1";"     3.4";"       .";"    64.6";"     2.9";"    -0.5"
"1786";"A047827";"2000MM02";"    56.6";"    11.4";"       .";"    55.3";"    13.0";"     1.4"
"1787";"A047827";"2000MM03";"    68.9";"     6.6";"       .";"    72.2";"    10.0";"     3.1"
"1788";"A047827";"2000KW01";"    64.9";"     6.8";"       .";"    64.1";"     8.3";"     1.4"
"1789";"A047827";"2000MM04";"    85.3";"     8.1";"       .";"    76.2";"    11.8";"     3.4"
"1790";"A047827";"2000MM05";"   101.2";"    11.2";"       .";"    88.2";"    16.0";"     4.3"
"1791";"A047827";"2000MM06";"    87.3";"    -7.4";"       .";"    74.0";"    -2.5";"     5.3"
"1792";"A047827";"2000KW02";"    91.3";"     3.6";"       .";"    79.5";"     8.3";"     4.5"
"1793";"A047827";"2000MM07";"   105.7";"     3.2";"       .";"    84.5";"     4.0";"     0.8"
"1794";"A047827";"2000MM08";"    87.0";"    16.2";"       .";"    71.6";"    14.0";"    -1.9"
"1795";"A047827";"2000MM09";"    99.5";"    19.6";"       .";"    85.1";"    21.3";"     1.4"
"1796";"A047827";"2000KW03";"    97.4";"    12.2";"       .";"    80.4";"    12.6";"     0.4"
"1797";"A047827";"2000MM10";"    90.0";"     1.9";"       .";"    80.9";"     5.4";"     3.5"
"1798";"A047827";"2000MM11";"    78.0";"     8.9";"       .";"    71.3";"    10.9";"     1.8"
"1799";"A047827";"2000MM12";"    91.8";"     5.7";"       .";"    77.9";"     7.7";"     1.8"
"1800";"A047827";"2000KW04";"    86.6";"     5.3";"       .";"    76.7";"     7.8";"     2.4"
"1801";"A047827";"2001MM01";"    71.2";"     2.9";"       .";"    70.3";"     8.8";"     5.7"
"1802";"A047827";"2001MM02";"    56.5";"    -0.2";"       .";"    58.3";"     5.4";"     5.5"
"1803";"A047827";"2001MM03";"    72.9";"     5.8";"       .";"    79.0";"     9.4";"     3.4"
"1804";"A047827";"2001KW01";"    66.9";"     3.0";"       .";"    69.2";"     8.0";"     4.8"
"1805";"A047827";"2001MM04";"    83.7";"    -1.9";"       .";"    78.0";"     2.4";"     4.4"
"1806";"A047827";"2001MM05";"   106.3";"     5.1";"       .";"    98.8";"    12.1";"     6.7"
"1807";"A047827";"2001MM06";"    94.6";"     8.4";"       .";"    85.9";"    16.1";"     7.0"
"1808";"A047827";"2001KW02";"    94.9";"     4.0";"       .";"    87.6";"    10.2";"     6.0"
"1809";"A047827";"2001MM07";"    99.1";"    -6.2";"       .";"    86.2";"     1.9";"     8.7"
"1810";"A047827";"2001MM08";"    84.4";"    -3.0";"       .";"    76.2";"     6.4";"     9.7"
"1811";"A047827";"2001MM09";"   106.7";"     7.3";"       .";"   101.0";"    18.7";"    10.6"
"1812";"A047827";"2001KW03";"    96.8";"    -0.6";"       .";"    87.8";"     9.2";"     9.9"
"1813";"A047827";"2001MM10";"    85.5";"    -5.0";"       .";"    85.0";"     5.1";"    10.6"
"1814";"A047827";"2001MM11";"    76.1";"    -2.4";"       .";"    77.0";"     8.0";"    10.7"
"1815";"A047827";"2001MM12";"    91.4";"    -0.5";"       .";"    85.4";"     9.7";"    10.3"
"1816";"A047827";"2001KW04";"    84.3";"    -2.7";"       .";"    82.5";"     7.5";"    10.5"
"1817";"A047827";"2002MM01";"    70.1";"    -1.5";"       .";"    71.1";"     1.1";"     2.7"
"1818";"A047827";"2002MM02";"    57.0";"     0.8";"       .";"    62.0";"     6.3";"     5.5"
"1819";"A047827";"2002MM03";"    75.1";"     3.0";"       .";"    86.0";"     8.9";"     5.8"
"1820";"A047827";"2002KW01";"    67.4";"     0.8";"       .";"    73.0";"     5.6";"     4.8"
"1821";"A047827";"2002MM04";"    88.7";"     6.0";"       .";"    86.3";"    10.6";"     4.3"
"1822";"A047827";"2002MM05";"    93.7";"   -11.8";"       .";"    89.4";"    -9.6";"     2.6"
"1823";"A047827";"2002MM06";"    95.9";"     1.4";"       .";"    90.1";"     4.8";"     3.3"
"1824";"A047827";"2002KW02";"    92.8";"    -2.2";"       .";"    88.6";"     1.1";"     3.4"
"1825";"A047827";"2002MM07";"    99.3";"     0.2";"       .";"    89.1";"     3.3";"     3.2"
"1826";"A047827";"2002MM08";"    84.8";"     0.4";"       .";"    77.6";"     1.8";"     1.3"
"1827";"A047827";"2002MM09";"    98.1";"    -8.0";"       .";"    94.8";"    -6.1";"     2.1"
"1828";"A047827";"2002KW03";"    94.1";"    -2.8";"       .";"    87.2";"    -0.7";"     2.1"
"1829";"A047827";"2002MM10";"    91.3";"     6.8";"       .";"    92.0";"     8.2";"     1.3"
"1830";"A047827";"2002MM11";"    73.1";"    -3.9";"       .";"    75.6";"    -1.8";"     2.2"
"1831";"A047827";"2002MM12";"    91.2";"    -0.2";"       .";"    85.9";"     0.6";"     0.8"
"1832";"A047827";"2002KW04";"    85.2";"     1.1";"       .";"    84.5";"     2.5";"     1.4"
"1833";"A047827";"2003MM01";"    74.7";"     6.6";"       .";"    77.3";"     8.7";"     2.0"
"1834";"A047827";"2003MM02";"    61.2";"     7.4";"       .";"    66.0";"     6.4";"    -0.9"
"1835";"A047827";"2003MM03";"    78.5";"     4.5";"       .";"    91.6";"     6.4";"     1.8"
"1836";"A047827";"2003KW01";"    71.4";"     6.1";"       .";"    78.3";"     7.2";"     1.1"
"1837";"A047827";"2003MM04";"    96.5";"     8.9";"       .";"    92.4";"     7.1";"    -1.6"
"1838";"A047827";"2003MM05";"    95.7";"     2.1";"       .";"    90.7";"     1.5";"    -0.6"
"1839";"A047827";"2003MM06";"    93.9";"    -2.1";"       .";"    84.2";"    -6.5";"    -4.5"
"1840";"A047827";"2003KW02";"    95.4";"     2.8";"       .";"    89.1";"     0.6";"    -2.1"
"1841";"A047827";"2003MM07";"    99.1";"    -0.2";"       .";"    88.1";"    -1.1";"    -1.0"
"1842";"A047827";"2003MM08";"    86.6";"     2.1";"       .";"    79.8";"     2.9";"     0.7"
"1843";"A047827";"2003MM09";"    92.7";"    -5.5";"       .";"    90.4";"    -4.7";"     0.9"
"1844";"A047827";"2003KW03";"    92.8";"    -1.3";"       .";"    86.1";"    -1.2";"     0.1"
"1845";"A047827";"2003MM10";"    92.5";"     1.3";"       .";"    91.1";"    -0.9";"    -2.2"
"1846";"A047827";"2003MM11";"    72.0";"    -1.5";"       .";"    73.1";"    -3.3";"    -1.8"
"1847";"A047827";"2003MM12";"    85.9";"    -5.8";"       .";"    80.3";"    -6.6";"    -0.9"
"1848";"A047827";"2003KW04";"    83.5";"    -2.0";"       .";"    81.5";"    -3.5";"    -1.5"
"1849";"A047827";"2004MM01";"    79.0";"     5.8";"       .";"    81.0";"     4.7";"    -1.0"
"1850";"A047827";"2004MM02";"    59.8";"    -2.2";"       .";"    65.1";"    -1.3";"     0.9"
"1851";"A047827";"2004MM03";"    75.2";"    -4.2";"       .";"    85.6";"    -6.5";"    -2.5"
"1852";"A047827";"2004KW01";"    71.3";"    -0.1";"       .";"    77.2";"    -1.4";"    -1.2"
"1853";"A047827";"2004MM04";"   100.3";"     3.9";"       .";"    95.7";"     3.6";"    -0.4"
"1854";"A047827";"2004MM05";"   100.8";"     5.3";"       .";"    94.7";"     4.5";"    -0.8"
"1855";"A047827";"2004MM06";"    97.3";"     3.6";"       .";"    88.1";"     4.6";"     1.0"
"1856";"A047827";"2004KW02";"    99.5";"     4.3";"       .";"    92.8";"     4.2";"    -0.1"
"1857";"A047827";"2004MM07";"   105.0";"     5.9";"       .";"    91.0";"     3.3";"    -2.5"
"1858";"A047827";"2004MM08";"    90.7";"     4.7";"       .";"    81.2";"     1.7";"    -2.8"
"1859";"A047827";"2004MM09";"    98.6";"     6.3";"       .";"    92.9";"     2.7";"    -3.4"
"1860";"A047827";"2004KW03";"    98.1";"     5.7";"       .";"    88.3";"     2.6";"    -2.9"
"1861";"A047827";"2004MM10";"    89.2";"    -3.6";"       .";"    89.5";"    -1.7";"     1.9"
"1862";"A047827";"2004MM11";"    68.2";"    -5.3";"       .";"    68.9";"    -5.8";"    -0.6"
"1863";"A047827";"2004MM12";"    94.6";"    10.1";"       .";"    85.1";"     6.1";"    -3.7"
"1864";"A047827";"2004KW04";"    84.0";"     0.7";"       .";"    81.2";"    -0.4";"    -1.0"
"1865";"A047827";"2005MM01";"    72.2";"    -8.6";"       .";"    72.7";"   -10.2";"    -1.7"
"1866";"A047827";"2005MM02";"    59.5";"    -0.6";"       .";"    63.3";"    -2.8";"    -2.2"
"1867";"A047827";"2005MM03";"    83.9";"    11.6";"       .";"    92.8";"     8.4";"    -2.8"
"1868";"A047827";"2005KW01";"    71.9";"     0.7";"       .";"    76.3";"    -1.2";"    -1.9"
"1869";"A047827";"2005MM04";"    98.6";"    -1.8";"       .";"    93.1";"    -2.8";"    -1.0"
"1870";"A047827";"2005MM05";"    96.8";"    -4.0";"       .";"    89.2";"    -5.8";"    -1.9"
"1871";"A047827";"2005MM06";"   105.8";"     8.8";"       .";"    95.6";"     8.5";"    -0.3"
"1872";"A047827";"2005KW02";"   100.4";"     0.9";"       .";"    92.6";"    -0.2";"    -1.1"
"1873";"A047827";"2005MM07";"   105.8";"     0.7";"       .";"    90.4";"    -0.6";"    -1.3"
"1874";"A047827";"2005MM08";"    96.7";"     6.7";"       .";"    85.4";"     5.1";"    -1.5"
"1875";"A047827";"2005MM09";"   108.8";"    10.4";"       .";"   103.0";"    10.9";"     0.5"
"1876";"A047827";"2005KW03";"   103.8";"     5.8";"       .";"    92.9";"     5.2";"    -0.6"
"1877";"A047827";"2005MM10";"    94.7";"     6.2";"       .";"    95.0";"     6.1";"    -0.1"
"1878";"A047827";"2005MM11";"    79.0";"    15.8";"       .";"    79.8";"    15.9";"     0.1"
"1879";"A047827";"2005MM12";"   100.7";"     6.4";"       .";"    92.4";"     8.6";"     2.0"
"1880";"A047827";"2005KW04";"    91.5";"     8.9";"       .";"    89.1";"     9.7";"     0.8"
"1881";"A047827";"2006MM01";"    79.6";"    10.2";"       .";"    79.7";"     9.7";"    -0.5"
"1882";"A047827";"2006MM02";"    63.5";"     6.7";"       .";"    67.8";"     7.1";"     0.4"
"1883";"A047827";"2006MM03";"    82.8";"    -1.3";"       .";"    93.8";"     1.0";"     2.4"
"1884";"A047827";"2006KW01";"    75.3";"     4.7";"       .";"    80.4";"     5.5";"     0.7"
"1885";"A047827";"2006MM04";"   104.9";"     6.4";"       .";"   101.5";"     9.0";"     2.5"
"1886";"A047827";"2006MM05";"   120.1";"    24.1";"       .";"   112.8";"    26.4";"     1.9"
"1887";"A047827";"2006MM06";"   111.6";"     5.4";"       .";"   100.8";"     5.5";"     0.1"
"1888";"A047827";"2006KW02";"   112.2";"    11.8";"       .";"   105.0";"    13.4";"     1.5"
"1889";"A047827";"2006MM07";"   105.1";"    -0.7";"       .";"    88.1";"    -2.6";"    -1.9"
"1890";"A047827";"2006MM08";"   116.5";"    20.4";"       .";"   105.1";"    23.1";"     2.3"
"1891";"A047827";"2006MM09";"   109.0";"     0.2";"       .";"   105.5";"     2.4";"     2.2"
"1892";"A047827";"2006KW03";"   110.2";"     6.2";"       .";"    99.6";"     7.1";"     0.9"
"1893";"A047827";"2006MM10";"    98.9";"     4.4";"       .";"   100.7";"     6.0";"     1.5"
"1894";"A047827";"2006MM11";"    84.2";"     6.6";"       .";"    86.9";"     8.9";"     2.2"
"1895";"A047827";"2006MM12";"   104.3";"     3.5";"       .";"    97.6";"     5.6";"     2.0"
"1896";"A047827";"2006KW04";"    95.8";"     4.7";"       .";"    95.1";"     6.7";"     1.9"
"1897";"A047827";"2007MM01";"    81.0";"     1.7";"       .";"    80.8";"     1.4";"    -0.4"
"1898";"A047827";"2007MM02";"    72.4";"    14.0";"       .";"    74.7";"    10.2";"    -3.3"
"1899";"A047827";"2007MM03";"    97.6";"    17.9";"       .";"   111.1";"    18.5";"     0.5"
"1900";"A047827";"2007KW01";"    83.6";"    11.1";"       .";"    88.9";"    10.5";"    -0.5"
"1901";"A047827";"2007MM04";"   121.1";"    15.5";"       .";"   117.5";"    15.8";"     0.3"
"1902";"A047827";"2007MM05";"   101.8";"   -15.3";"       .";"    97.0";"   -14.1";"     1.4"
"1903";"A047827";"2007MM06";"   113.0";"     1.3";"       .";"   104.2";"     3.3";"     2.0"
"1904";"A047827";"2007KW02";"   112.0";"    -0.2";"       .";"   106.2";"     1.1";"     1.3"
"1905";"A047827";"2007MM07";"   107.0";"     1.8";"       .";"    95.1";"     7.9";"     6.0"
"1906";"A047827";"2007MM08";"   104.3";"   -10.5";"       .";"    95.7";"    -8.9";"     1.8"
"1907";"A047827";"2007MM09";"   123.8";"    13.6";"       .";"   120.8";"    14.5";"     0.8"
"1908";"A047827";"2007KW03";"   111.7";"     1.4";"       .";"   103.9";"     4.3";"     2.9"
"1909";"A047827";"2007MM10";"    98.1";"    -0.9";"       .";"   100.1";"    -0.6";"     0.3"
"1910";"A047827";"2007MM11";"    80.6";"    -4.3";"       .";"    82.2";"    -5.4";"    -1.2"
"1911";"A047827";"2007MM12";"   104.8";"     0.5";"       .";"    97.8";"     0.1";"    -0.4"
"1912";"A047827";"2007KW04";"    94.5";"    -1.4";"       .";"    93.4";"    -1.8";"    -0.4"
